0.6286674717171304,3,0.6453094441882633,2
0.2897137983726285,3,0.858129000587277,0
0.442038889207606,0,0.9907309657934847,2
0.43364868128131157,3,0.6252288676165257,2
0.8114526204533978,0,0.12045113678468342,1
0.3670394375499486,0,0.6260259176802035,1
0.10885646099907771,0,0.9867269299284133,0
0.48014869441326213,3,0.3017067849839166,0
0.7034528635359709,3,0.07762004271089488,0
0.027820240254388697,0,0.04406206232904522,0
0.9127099234284152,2,0.706160256485582,3
0.8591204717994559,2,0.9638649595494309,2
0.8561808158705798,0,0.11671002779316433,2
0.8993234106515962,0,0.5360318119729902,2
0.3663654243025435,3,0.6149815173631278,2
0.2665041378965926,3,0.10199205764679611,0
0.7908460371202115,1,0.7425262128183305,1
0.721608521208383,0,0.13341387449808303,0
0.27888382705140974,2,0.9081912405938881,1
0.5415637377731909,0,0.8111201839622112,1
0.606028707068156,0,0.4391678830892918,2
0.3946072878603446,0,0.08948799492576097,3
0.30038673967275886,2,0.22193998319401884,2
0.7064420050451063,2,0.972006753892859,0
0.3202191642764477,3,0.38585143716016274,3
0.7401745323560298,2,0.9492325334265905,0
0.7973510202671147,0,0.9319637943791803,2
0.7574116962642508,1,0.5839924430350644,2
0.16001671009268437,1,0.7280972083271173,1
0.5006864064443081,0,0.5381809531088085,0
0.13457301993504428,3,0.46558035175530593,0
0.2552285392185648,2,0.2898784514513132,2
0.30421298195413565,3,0.2967373731244554,0
0.666677867995013,2,0.15733386932246124,1
0.3044840920693273,1,0.24471834237376144,0
0.8159361381206142,1,0.44498947182873444,3
0.42991850870766274,1,0.3311135630185021,3
0.6082201162964097,1,0.4202484181077501,0
0.3342342542986036,3,0.6006222968398132,3
0.7530792070582392,0,0.38467072698202054,1
0.18074738305591875,1,0.07545462101727887,0
0.18020335065078705,1,0.3021458636716021,1
0.5059009004046692,3,0.6578130405379403,2
0.6463660577673841,0,0.6577106314075112,3
0.2312421697204626,2,0.6547273553357147,0
0.7271098240084841,2,0.2358420606695341,2
0.2680844704476096,2,0.8436752679388776,3
0.7493163734325958,0,0.9517192844363143,0
0.5324522592995071,0,0.7559031079888658,1
0.8300696909327759,2,0.5135796472627289,1
0.7981074394129919,0,0.1129978685405156,0
